,iso_code,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,created_at
194107,OWID_WRL,World,2021-04-25,147663773.0,728675.0,825653.714,3216133.0,10762.0,13320.286,18751.037,92.531,104.845,408.4,1.367,1.691,1.05,1056169318.0,572582297.0,253634936.0,14491.0,11926910.0,17196507.0,13.41,7.27,3.22,,2184.0,7364801.0,0.094,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-25
194106,OWID_WRL,World,2021-04-24,146935098.0,824951.0,821575.429,3205371.0,13158.0,13085.714,18658.506,104.756,104.327,407.033,1.671,1.662,1.06,1039183600.0,564786602.0,249368975.0,14345.0,14991708.0,16777520.0,13.2,7.17,3.17,,2130.0,7319955.0,0.093,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-24
194105,OWID_WRL,World,2021-04-23,146110147.0,907829.0,817174.143,3192213.0,15276.0,13009.714,18553.75,115.28,103.769,405.362,1.94,1.652,1.07,1026733032.0,559990071.0,245892845.0,13925.0,20089987.0,16577142.0,13.04,7.11,3.12,,2105.0,7418363.0,0.094,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-23
194104,OWID_WRL,World,2021-04-22,145202326.0,900008.0,810413.286,3176937.0,13896.0,12741.0,18438.471,114.287,102.91,403.422,1.765,1.618,1.08,1007869708.0,551966296.0,240255229.0,12920.0,22736075.0,16392771.0,12.8,7.01,3.05,,2082.0,7483644.0,0.095,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-22
194103,OWID_WRL,World,2021-04-21,144302318.0,888819.0,799121.571,3163041.0,14721.0,12707.857,18324.184,112.866,101.476,401.658,1.869,1.614,1.09,985490377.0,543290257.0,233727394.0,11772.0,18682451.0,15903082.0,12.51,6.9,2.97,,2019.0,7550983.0,0.096,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-21
194102,OWID_WRL,World,2021-04-20,143413499.0,839640.0,788139.143,3148320.0,14307.0,12620.0,18211.317,106.621,100.082,399.788,1.817,1.603,1.09,966208590.0,534880220.0,228420562.0,10688.0,16467884.0,15968129.0,12.27,6.79,2.9,,2028.0,7896571.0,0.1,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-20
194101,OWID_WRL,World,2021-04-19,142573859.0,689654.0,777336.857,3134013.0,11122.0,12549.143,18104.696,87.575,98.71,397.972,1.412,1.594,1.1,951528671.0,527315244.0,222107510.0,9889.0,15475349.0,16211079.0,12.08,6.7,2.82,,2059.0,8219259.0,0.104,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-19
194100,OWID_WRL,World,2021-04-18,141884205.0,700127.0,766351.286,3122891.0,9120.0,12377.0,18017.12,88.905,97.315,396.559,1.158,1.572,1.11,935783795.0,519572607.0,217302308.0,9295.0,8991897.0,16663669.0,11.88,6.6,2.76,,2116.0,8566499.0,0.109,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-18
194099,OWID_WRL,World,2021-04-17,141184078.0,794142.0,767723.286,3113771.0,12626.0,12374.857,17928.215,100.844,97.489,395.401,1.603,1.571,1.11,925555821.0,514488094.0,214671089.0,9195.0,13581673.0,16987451.0,11.75,6.53,2.73,,2157.0,8863500.0,0.113,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-17
194098,OWID_WRL,World,2021-04-16,140389989.0,860503.0,750096.571,3101146.0,13395.0,12433.286,17827.378,109.271,95.251,393.798,1.701,1.579,1.11,912169805.0,507420358.0,211024686.0,8968.0,18791997.0,17305704.0,11.58,6.44,2.68,,2198.0,9122274.0,0.116,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-16
194097,OWID_WRL,World,2021-04-15,139529486.0,820966.0,734669.143,3087751.0,13664.0,12577.714,17718.107,104.25,93.292,392.097,1.735,1.597,1.11,893590762.0,498306335.0,205608032.0,8320.0,19311057.0,17884143.0,11.35,6.33,2.61,,2271.0,9450313.0,0.12,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-15
194096,OWID_WRL,World,2021-04-14,138708520.0,811942.0,736860.0,3074087.0,14106.0,12669.714,17613.857,103.104,93.57,390.362,1.791,1.609,1.12,874692395.0,489396707.0,200178581.0,7684.0,19131989.0,18569647.0,11.11,6.21,2.54,,2358.0,9904978.0,0.126,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-14
194095,OWID_WRL,World,2021-04-13,137896578.0,764024.0,715614.571,3059981.0,13811.0,12852.429,17510.753,97.019,90.872,388.571,1.754,1.632,1.13,855393514.0,479105849.0,194804796.0,7216.0,18160387.0,18678373.0,10.86,6.08,2.47,,2372.0,10008580.0,0.127,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-13
194094,OWID_WRL,World,2021-04-12,137132554.0,612755.0,693173.714,3046171.0,9917.0,12659.0,17413.733,77.81,88.022,386.817,1.259,1.607,1.13,837969472.0,469901096.0,190353076.0,7000.0,18637206.0,18661918.0,10.64,5.97,2.42,,2370.0,10198055.0,0.129,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-12
194093,OWID_WRL,World,2021-04-11,136519799.0,709731.0,676459.857,3036254.0,9105.0,12418.571,17335.923,90.125,85.9,385.558,1.156,1.577,1.14,819293220.0,460097665.0,185934428.0,6782.0,11286840.0,18140272.0,10.4,5.84,2.36,,2304.0,10043489.0,0.128,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-11
194092,OWID_WRL,World,2021-04-10,135810068.0,670755.0,655056.571,3027149.0,13035.0,12179.0,17245.798,85.176,83.182,384.402,1.655,1.547,1.13,808009707.0,453890397.0,183675765.0,6730.0,15806464.0,17978668.0,10.26,5.76,2.33,,2283.0,9935906.0,0.126,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-10
194091,OWID_WRL,World,2021-04-09,135139313.0,752511.0,636480.857,3014114.0,14406.0,11650.286,17160.622,95.557,80.823,382.746,1.829,1.479,1.13,792170835.0,445093438.0,179670985.0,6573.0,22838641.0,17531890.0,10.06,5.65,2.28,,2226.0,9689000.0,0.123,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-09
194090,OWID_WRL,World,2021-04-08,134391662.0,836302.0,621118.429,2999708.0,14308.0,11113.857,17065.682,106.198,78.873,380.917,1.817,1.411,1.13,769501920.0,433750234.0,173919408.0,6253.0,24091334.0,17088605.0,9.77,5.51,2.21,,2170.0,9336100.0,0.119,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-08
194089,OWID_WRL,World,2021-04-07,133555360.0,663224.0,603047.714,2985400.0,15385.0,10828.143,16959.485,84.219,76.578,379.1,1.954,1.375,1.11,745543910.0,421037141.0,168396009.0,6029.0,19860273.0,16895170.0,9.47,5.35,2.14,,2145.0,9097909.0,0.116,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-07
194088,OWID_WRL,World,2021-04-06,132892136.0,606938.0,604592.143,2970015.0,12457.0,10474.857,16875.265,77.072,76.774,377.146,1.582,1.33,1.1,725678670.0,409903162.0,163095823.0,5837.0,18012972.0,16794451.0,9.22,5.21,2.07,,2133.0,8874432.0,0.113,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-06
194087,OWID_WRL,World,2021-04-05,132285198.0,495758.0,598133.0,2957558.0,8234.0,10399.143,16798.193,62.954,75.954,375.565,1.046,1.321,1.09,708168529.0,399339108.0,158678595.0,5600.0,14955652.0,16514336.0,8.99,5.07,2.01,,2097.0,8529711.0,0.108,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-05
194086,OWID_WRL,World,2021-04-04,131789440.0,559908.0,592815.857,2949324.0,7428.0,10450.429,16735.24,71.1,75.279,374.519,0.943,1.327,1.09,693370553.0,390780848.0,155266903.0,5434.0,10123048.0,16337818.0,8.8,4.96,1.97,,2075.0,8182596.0,0.104,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-04
194085,OWID_WRL,World,2021-04-03,131229532.0,540725.0,583200.571,2941896.0,9334.0,10425.143,16664.14,68.664,74.058,373.576,1.185,1.324,1.08,683390657.0,385393836.0,154093570.0,5396.0,12647617.0,16244934.0,8.68,4.89,1.96,,2063.0,7899826.0,0.1,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-03
194084,OWID_WRL,World,2021-04-02,130688807.0,644974.0,589494.286,2932562.0,10651.0,10552.571,16595.476,81.902,74.857,372.39,1.353,1.34,1.08,670833815.0,378317829.0,151501559.0,5261.0,19928334.0,16537324.0,8.52,4.8,1.92,,2100.0,7867611.0,0.1,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-02
194083,OWID_WRL,World,2021-04-01,130043833.0,709807.0,588817.286,2921911.0,12308.0,10856.286,16513.574,90.135,74.771,371.038,1.563,1.379,1.09,650670142.0,368939613.0,147969976.0,5115.0,22736509.0,16547261.0,8.26,4.68,1.88,,2101.0,7932918.0,0.101,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-04-01
194082,OWID_WRL,World,2021-03-31,129334026.0,674035.0,580619.857,2909603.0,12912.0,10747.571,16423.44,85.592,73.73,369.475,1.64,1.365,1.1,628591140.0,358652294.0,143033818.0,4743.0,19145634.0,15960688.0,7.98,4.55,1.82,,2027.0,7633283.0,0.097,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-31
194081,OWID_WRL,World,2021-03-30,128659991.0,561724.0,574551.571,2896691.0,11927.0,10431.857,16337.848,71.33,72.959,367.835,1.515,1.325,1.1,608561187.0,347843405.0,138642764.0,4531.0,16034375.0,15463568.0,7.73,4.42,1.76,,1964.0,7499020.0,0.095,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-30
194080,OWID_WRL,World,2021-03-29,128098267.0,458538.0,566599.429,2884769.0,8593.0,10365.857,16266.517,58.227,71.949,366.321,1.091,1.316,1.1,592517348.0,339820737.0,134876561.0,4298.0,13700634.0,15110586.0,7.52,4.32,1.71,,1919.0,7417035.0,0.094,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-29
194079,OWID_WRL,World,2021-03-28,127639729.0,492601.0,561436.571,2876176.0,7251.0,10262.429,16208.29,62.553,71.294,365.23,0.921,1.303,1.11,576267496.0,332316621.0,130577356.0,4136.0,9449924.0,15057764.0,7.32,4.22,1.66,,1912.0,7652278.0,0.097,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-28
194078,OWID_WRL,World,2021-03-27,127147128.0,584781.0,553975.857,2868925.0,10226.0,10446.571,16145.737,74.258,70.346,364.31,1.299,1.327,1.12,567494559.0,329241689.0,129482185.0,4067.0,14679737.0,14777868.0,7.21,4.18,1.64,,1877.0,7644992.0,0.097,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-27
194077,OWID_WRL,World,2021-03-26,126562347.0,640235.0,541734.571,2858699.0,12777.0,10242.714,16071.479,81.3,68.792,363.011,1.622,1.301,1.12,553241513.0,322724098.0,127117343.0,3986.0,19902343.0,14117621.0,7.03,4.1,1.61,,1793.0,7550353.0,0.096,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-26
194076,OWID_WRL,World,2021-03-25,125922112.0,652425.0,530732.429,2845922.0,11547.0,9962.429,15990.179,82.848,67.395,361.388,1.466,1.265,1.13,533419678.0,313141052.0,123099221.0,3825.0,18587873.0,13216792.0,6.77,3.98,1.56,,1678.0,7362597.0,0.093,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-25
194075,OWID_WRL,World,2021-03-24,125269687.0,631557.0,515832.571,2834375.0,10702.0,9845.286,15907.331,80.198,65.503,359.922,1.359,1.25,1.13,515808631.0,304984170.0,119339898.0,3661.0,15616262.0,12362801.0,6.55,3.87,1.52,,1570.0,7166921.0,0.091,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-24
194074,OWID_WRL,World,2021-03-23,124640131.0,506059.0,503481.714,2823673.0,11465.0,9833.286,15827.387,64.262,63.934,358.563,1.456,1.249,1.12,500267767.0,296182000.0,115683202.0,3481.0,13463345.0,11922565.0,6.35,3.76,1.47,,1514.0,6981235.0,0.089,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-23
194073,OWID_WRL,World,2021-03-22,124134072.0,422398.0,497767.429,2812208.0,7869.0,9713.143,15763.125,53.638,63.209,357.107,0.999,1.233,1.12,487437711.0,288884294.0,112882319.0,3366.0,13238246.0,11700211.0,6.19,3.67,1.43,,1486.0,6861622.0,0.087,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-22
194072,OWID_WRL,World,2021-03-21,123713888.0,440376.0,487936.714,2804339.0,8540.0,9658.714,15709.768,55.921,61.96,356.108,1.084,1.227,1.11,471592560.0,281213840.0,110430031.0,3266.0,7429254.0,11473220.0,5.99,3.57,1.4,,1457.0,6749258.0,0.086,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-21
194071,OWID_WRL,World,2021-03-20,123273512.0,499092.0,477271.429,2795799.0,8799.0,9275.0,15653.847,63.377,60.606,355.024,1.117,1.178,1.11,467145853.0,278044058.0,109514246.0,3218.0,10570928.0,11062651.0,5.93,3.53,1.39,,1405.0,6614876.0,0.084,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-20
194070,OWID_WRL,World,2021-03-19,122774420.0,563220.0,471143.857,2787000.0,10815.0,9251.571,15590.47,71.52,59.828,353.906,1.373,1.175,1.11,448524229.0,271329097.0,107371824.0,3158.0,13604248.0,10814476.0,5.7,3.45,1.36,,1373.0,6430724.0,0.082,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-19
194069,OWID_WRL,World,2021-03-18,122211200.0,548126.0,460615.571,2776185.0,10727.0,9121.143,15518.95,69.604,58.491,352.533,1.362,1.158,1.11,435213367.0,262041027.0,103830581.0,3019.0,12607528.0,10532947.0,5.53,3.33,1.32,,1338.0,6277155.0,0.08,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-18
194068,OWID_WRL,World,2021-03-17,121663074.0,545101.0,452279.0,2765459.0,10618.0,9052.143,15449.346,69.219,57.433,351.171,1.348,1.149,1.11,424625271.0,254732281.0,100711158.0,2926.0,12526051.0,10198245.0,5.39,3.23,1.28,,1295.0,6114614.0,0.078,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-17
194067,OWID_WRL,World,2021-03-16,121117973.0,466059.0,439971.429,2754841.0,10624.0,8991.429,15380.127,59.182,55.87,349.823,1.349,1.142,1.1,413718242.0,247724247.0,96881541.0,2856.0,11898467.0,9970628.0,5.25,3.15,1.23,,1266.0,6083325.0,0.077,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-16
194066,OWID_WRL,World,2021-03-15,120651914.0,353583.0,432496.143,2744217.0,7488.0,8979.429,15320.945,44.9,54.92,348.474,0.951,1.14,1.09,403755211.0,241149690.0,93802663.0,2798.0,11647237.0,9666952.0,5.13,3.06,1.19,,1228.0,6003859.0,0.076,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-15
194065,OWID_WRL,World,2021-03-14,120298331.0,365719.0,425525.286,2736729.0,5854.0,8920.286,15276.045,46.441,54.035,347.523,0.743,1.133,1.08,393702386.0,234072156.0,90871152.0,2735.0,4542823.0,9282183.0,5.0,2.97,1.15,,1179.0,5854297.0,0.074,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-14
194064,OWID_WRL,World,2021-03-13,119932612.0,456199.0,426776.0,2730878.0,8635.0,8938.286,15229.604,57.93,54.194,346.78,1.097,1.135,1.08,377411535.0,231202678.0,89994458.0,2715.0,8820598.0,9213860.0,4.79,2.94,1.14,,1170.0,5817727.0,0.074,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-13
194063,OWID_WRL,World,2021-03-12,119476413.0,489522.0,420791.0,2722244.0,9902.0,8889.429,15171.674,62.162,53.434,345.683,1.257,1.129,1.08,369754291.0,225243140.0,87589268.0,2683.0,11630353.0,9090132.0,4.7,2.86,1.11,,1154.0,5809878.0,0.074,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-12
194062,OWID_WRL,World,2021-03-11,118986891.0,489770.0,415110.0,2712342.0,10244.0,8972.286,15109.512,62.193,52.713,344.426,1.301,1.139,1.07,359195889.0,217944661.0,84067203.0,2567.0,10305460.0,8885382.0,4.56,2.77,1.07,,1128.0,5713664.0,0.073,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-11
194061,OWID_WRL,World,2021-03-10,118497121.0,458948.0,410702.857,2702098.0,10193.0,9001.714,15047.319,58.279,52.153,343.125,1.294,1.143,1.06,349966382.0,212057325.0,81079496.0,2496.0,10929895.0,8930814.0,4.44,2.69,1.03,,1134.0,5767980.0,0.073,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-10
194060,OWID_WRL,World,2021-03-09,118038173.0,413732.0,408262.857,2691905.0,10540.0,9227.571,14989.04,52.538,51.843,341.831,1.338,1.172,1.06,339876611.0,205093524.0,77939949.0,2425.0,9765086.0,8729756.0,4.32,2.6,0.99,,1109.0,5625291.0,0.071,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-09
194059,OWID_WRL,World,2021-03-08,117624441.0,304787.0,404495.429,2681365.0,7074.0,9202.429,14936.502,38.703,51.365,340.492,0.898,1.169,1.05,331436043.0,199100390.0,75531041.0,2369.0,8957604.0,8509031.0,4.21,2.53,0.96,,1081.0,5452846.0,0.069,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-08
194058,OWID_WRL,World,2021-03-07,117319654.0,374474.0,404647.0,2674291.0,5980.0,9252.714,14897.799,47.552,51.384,339.594,0.759,1.175,1.05,323644734.0,193320469.0,73509781.0,2337.0,4048857.0,8184796.0,4.11,2.45,0.93,,1039.0,5177200.0,0.066,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-07
194057,OWID_WRL,World,2021-03-06,116945180.0,414304.0,395322.286,2668311.0,8293.0,9305.429,14850.246,52.61,50.2,338.835,1.053,1.182,1.04,319867337.0,190532451.0,72751831.0,2333.0,7942760.0,8087031.0,4.06,2.42,0.92,,1027.0,5114467.0,0.065,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-06
194056,OWID_WRL,World,2021-03-05,116530876.0,449755.0,392891.0,2660018.0,10482.0,9365.286,14797.636,57.112,49.891,337.782,1.331,1.189,1.04,312819192.0,185633490.0,70716465.0,2308.0,10181684.0,7808058.0,3.97,2.36,0.9,,992.0,4857396.0,0.062,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-05
194055,OWID_WRL,World,2021-03-04,116081121.0,458920.0,391843.0,2649536.0,10450.0,9375.286,14740.524,58.276,49.758,336.45,1.327,1.191,1.03,303594823.0,179168463.0,67971610.0,2241.0,10617605.0,7536776.0,3.86,2.28,0.86,,957.0,4625570.0,0.059,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-04
194054,OWID_WRL,World,2021-03-03,115622201.0,441868.0,391021.571,2639087.0,11774.0,9431.0,14682.248,56.11,49.654,335.124,1.495,1.198,1.01,294071069.0,172740141.0,65144721.0,2149.0,9550331.0,7240642.0,3.73,2.19,0.83,,919.0,4379377.0,0.056,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-03
194053,OWID_WRL,World,2021-03-02,115180333.0,387360.0,391463.286,2627313.0,10364.0,9532.143,14626.138,49.189,49.71,333.628,1.316,1.21,1.0,285875127.0,167208108.0,62618534.0,2070.0,8209411.0,6952564.0,3.63,2.12,0.8,,883.0,4177336.0,0.053,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-02
194052,OWID_WRL,World,2021-03-01,114867320.0,305848.0,392234.429,2616949.0,7426.0,9715.429,14586.39,38.838,49.808,332.312,0.943,1.234,0.99,274609268.0,159151902.0,59654756.0,1986.0,6702149.0,6671128.0,3.49,2.02,0.76,,847.0,3933399.0,0.05,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-03-01
194051,OWID_WRL,World,2021-02-28,114561472.0,309201.0,390690.143,2609523.0,6349.0,9662.286,14547.552,39.264,49.612,331.369,0.806,1.227,0.99,269010741.0,155316566.0,58088884.0,1930.0,3306222.0,6417159.0,3.42,1.97,0.74,,815.0,3739515.0,0.047,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-28
194050,OWID_WRL,World,2021-02-27,114252271.0,397285.0,392162.571,2603174.0,8712.0,9698.857,14508.288,50.449,49.799,330.563,1.106,1.232,1.0,254323376.0,153324626.0,57449495.0,1896.0,5921406.0,6379877.0,3.23,1.95,0.73,,810.0,3685502.0,0.047,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-27
194049,OWID_WRL,World,2021-02-26,113854986.0,442419.0,389047.857,2594462.0,10552.0,9749.714,14457.839,56.18,49.403,329.457,1.34,1.238,1.0,249083285.0,150034256.0,55787585.0,1851.0,8186858.0,6190121.0,3.16,1.91,0.71,,786.0,3553035.0,0.045,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-26
194048,OWID_WRL,World,2021-02-25,113412567.0,453170.0,384420.571,2583910.0,10840.0,9917.143,14401.658,57.546,48.816,328.117,1.377,1.259,1.0,241601722.0,145362802.0,53132878.0,1663.0,8451394.0,5979129.0,3.07,1.85,0.67,,759.0,3377831.0,0.043,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-25
194047,OWID_WRL,World,2021-02-24,112959397.0,444960.0,378394.714,2573070.0,12482.0,10066.286,14344.113,56.503,48.05,326.74,1.585,1.278,1.0,234321835.0,140868837.0,50572156.0,1468.0,7469804.0,5817560.0,2.98,1.79,0.64,,739.0,3282810.0,0.042,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-24
194046,OWID_WRL,World,2021-02-23,112514437.0,392758.0,370017.143,2560588.0,11647.0,9940.429,14287.61,49.874,46.987,325.155,1.479,1.262,0.99,227752178.0,136683454.0,48368668.0,1432.0,6467071.0,5710874.0,2.89,1.74,0.61,,725.0,3177504.0,0.04,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-23
194045,OWID_WRL,World,2021-02-22,112121679.0,295038.0,365210.286,2548941.0,7054.0,9896.0,14237.735,37.465,46.376,323.676,0.896,1.257,0.98,222125794.0,130777639.0,44219509.0,1369.0,5076351.0,5637220.0,2.82,1.66,0.56,,716.0,3111658.0,0.04,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2021-02-22
